post_code,percent_population_exposed,date,Brand
2340,1.16,1/2/2024,Brand X
2350,21.58,1/2/2024,Brand X
2360,32.67,1/2/2024,Brand X
2370,2.75,1/2/2024,Brand X
2380,1.84,1/2/2024,Brand X
2390,3.15,1/2/2024,Brand X
2400,5.3,1/2/2024,Brand X
2410,1.01,1/2/2024,Brand X
2420,4.73,1/2/2024,Brand X
2430,2.99,1/2/2024,Brand X
2440,22.97,1/2/2024,Brand X
2450,5.72,1/2/2024,Brand X
2460,1.16,1/2/2024,Brand X
2470,30.44,1/2/2024,Brand X
2480,3.48,1/2/2024,Brand X
2490,4.66,1/2/2024,Brand X
2500,2.41,1/2/2024,Brand X
2510,26.21,1/2/2024,Brand X
2520,24.62,1/2/2024,Brand X
2530,45.59,1/2/2024,Brand X
2540,2.34,1/2/2024,Brand X
2550,3.52,1/2/2024,Brand X
2560,3.11,1/2/2024,Brand X
2570,27.99,1/2/2024,Brand X
2580,2.36,1/2/2024,Brand X
2590,22.67,1/2/2024,Brand X
2600,25.99,1/2/2024,Brand X
2601,18.96,1/2/2024,Brand X
2602,3.05,1/2/2024,Brand X
2603,0.28,1/2/2024,Brand X
2604,4.44,1/2/2024,Brand X
2605,6.29,1/2/2024,Brand X
2606,0.5,1/2/2024,Brand X
2607,3.66,1/2/2024,Brand X
2608,0,1/2/2024,Brand X
2609,4.38,1/2/2024,Brand X
2610,2.82,1/2/2024,Brand X
2611,4.41,1/2/2024,Brand X
2612,3.72,1/2/2024,Brand X
2613,4.95,1/2/2024,Brand X
2614,50.48,1/2/2024,Brand X
2615,46.56,1/2/2024,Brand X
2616,35.32,1/2/2024,Brand X
2617,5.65,1/2/2024,Brand X
2618,25.1,1/2/2024,Brand X
2619,4.22,1/2/2024,Brand X
2620,38.74,1/2/2024,Brand X
2630,4,1/2/2024,Brand X
2640,2.69,1/2/2024,Brand X
2650,32.48,1/2/2024,Brand X
2660,4.74,1/2/2024,Brand X
2670,4.65,1/2/2024,Brand X
2680,0,1/2/2024,Brand X
2690,35.68,1/2/2024,Brand X
2700,26.7,1/2/2024,Brand X
2710,5.44,1/2/2024,Brand X
2720,1.84,1/2/2024,Brand X
2730,22.87,1/2/2024,Brand X
2740,3.76,1/2/2024,Brand X
2750,1.43,1/2/2024,Brand X
2760,4.38,1/2/2024,Brand X
2770,4.96,1/2/2024,Brand X
2780,20.56,1/2/2024,Brand X
2790,5.09,1/2/2024,Brand X
2800,21.07,1/2/2024,Brand X
2815,0,1/2/2024,Brand X
2830,0.33,1/2/2024,Brand X
2845,42.81,1/2/2024,Brand X
2860,3.4,1/2/2024,Brand X
2875,0.71,1/2/2024,Brand X
2890,6.65,1/2/2024,Brand X
2900,1.02,1/2/2024,Brand X
2902,34.23,1/2/2024,Brand X
2904,0.59,1/2/2024,Brand X
2905,27.25,1/2/2024,Brand X
2906,2.72,1/2/2024,Brand X
2908,47.91,1/2/2024,Brand X
2910,4.73,1/2/2024,Brand X
2912,2.44,1/2/2024,Brand X
2914,0,1/2/2024,Brand X
2916,4.12,1/2/2024,Brand X
2918,1.94,1/2/2024,Brand X
2920,4.97,1/2/2024,Brand X
2935,44.47,1/2/2024,Brand X
2950,0,1/2/2024,Brand X
2965,19.39,1/2/2024,Brand X
2980,19.82,1/2/2024,Brand X
2995,30.78,1/2/2024,Brand X
3000,0,1/2/2024,Brand X
3005,0.1,1/2/2024,Brand X
3010,31.28,1/2/2024,Brand X
3015,51.18,1/2/2024,Brand X
3020,2.42,1/2/2024,Brand X
3025,47.8,1/2/2024,Brand X
3030,1.36,1/2/2024,Brand X
3035,1.59,1/2/2024,Brand X
3040,1.38,1/2/2024,Brand X
3045,38.12,1/2/2024,Brand X
3050,3.67,1/2/2024,Brand X
3055,0,1/2/2024,Brand X
3060,3.81,1/2/2024,Brand X
3065,41.26,1/2/2024,Brand X
3070,5.09,1/2/2024,Brand X
3075,0.32,1/2/2024,Brand X
3080,1.65,1/2/2024,Brand X
3085,26.37,1/2/2024,Brand X
3090,2.83,1/2/2024,Brand X
3095,3.98,1/2/2024,Brand X
3100,35.94,1/2/2024,Brand X
3105,1.23,1/2/2024,Brand X
3110,3.05,1/2/2024,Brand X
3115,2.05,1/2/2024,Brand X
3120,23.26,1/2/2024,Brand X
3125,28.42,1/2/2024,Brand X
3130,2.8,1/2/2024,Brand X
3135,4.31,1/2/2024,Brand X
3140,4.53,1/2/2024,Brand X
3145,19.72,1/2/2024,Brand X
3150,22.91,1/2/2024,Brand X
3155,26.66,1/2/2024,Brand X
3160,30.31,1/2/2024,Brand X
3165,32.85,1/2/2024,Brand X
3170,30.7,1/2/2024,Brand X
3175,0.08,1/2/2024,Brand X
3180,42,1/2/2024,Brand X
3185,1.53,1/2/2024,Brand X
3190,4.77,1/2/2024,Brand X
3195,26.48,1/2/2024,Brand X
3200,3.21,1/2/2024,Brand X
3205,42.71,1/2/2024,Brand X
3210,47.2,1/2/2024,Brand X
3215,1.43,1/2/2024,Brand X
3220,2.27,1/2/2024,Brand X
3225,1.7,1/2/2024,Brand X
3230,2.83,1/2/2024,Brand X
3235,0,1/2/2024,Brand X
3240,46.21,1/2/2024,Brand X
3245,27.12,1/2/2024,Brand X
3250,5.99,1/2/2024,Brand X
3260,1.61,1/2/2024,Brand X
3270,29.31,1/2/2024,Brand X
3280,4.05,1/2/2024,Brand X
3290,3.05,1/2/2024,Brand X
3300,45.52,1/2/2024,Brand X
3310,25.17,1/2/2024,Brand X
3320,41.39,1/2/2024,Brand X
3330,1.65,1/2/2024,Brand X
3340,46.03,1/2/2024,Brand X
3350,1.54,1/2/2024,Brand X
3360,1.85,1/2/2024,Brand X
3370,1.42,1/2/2024,Brand X
3380,0.25,1/2/2024,Brand X
3390,0.68,1/2/2024,Brand X
3400,31.31,1/2/2024,Brand X
3410,1.48,1/2/2024,Brand X
3420,2.43,1/2/2024,Brand X
3430,37.51,1/2/2024,Brand X
3440,43.81,1/2/2024,Brand X
3450,38.98,1/2/2024,Brand X
3460,22.8,1/2/2024,Brand X
3470,1.81,1/2/2024,Brand X
3480,3.7,1/2/2024,Brand X
3490,2.02,1/2/2024,Brand X
3500,1.44,1/2/2024,Brand X
3515,0.6,1/2/2024,Brand X
3530,34.44,1/2/2024,Brand X
3545,24.21,1/2/2024,Brand X
3560,2.83,1/2/2024,Brand X
3575,26.46,1/2/2024,Brand X
3590,31.67,1/2/2024,Brand X
3605,2.75,1/2/2024,Brand X
3620,1.02,1/2/2024,Brand X
3635,1.52,1/2/2024,Brand X
3650,25.13,1/2/2024,Brand X
3665,35.76,1/2/2024,Brand X
3680,4.83,1/2/2024,Brand X
3695,0.89,1/2/2024,Brand X
3710,44.46,1/2/2024,Brand X
3725,2.97,1/2/2024,Brand X
3740,2.26,1/2/2024,Brand X
3755,30.87,1/2/2024,Brand X
3770,1.2,1/2/2024,Brand X
3785,4.34,1/2/2024,Brand X
3800,33.68,1/2/2024,Brand X
3815,42.18,1/2/2024,Brand X
3830,4.72,1/2/2024,Brand X
3845,31.3,1/2/2024,Brand X
3860,21.44,1/2/2024,Brand X
3875,1.35,1/2/2024,Brand X
3890,0.2,1/2/2024,Brand X
3905,24.24,1/2/2024,Brand X
3920,2.54,1/2/2024,Brand X
3935,1.56,1/2/2024,Brand X
3950,31.51,1/2/2024,Brand X
3965,3.94,1/2/2024,Brand X
3980,45.71,1/2/2024,Brand X
3995,2.96,1/2/2024,Brand X
4000,3.87,1/2/2024,Brand X
4005,23.56,1/2/2024,Brand X
4010,37.79,1/2/2024,Brand X
4015,43.38,1/2/2024,Brand X
4020,30.24,1/2/2024,Brand X
4025,5.87,1/2/2024,Brand X
4030,3.46,1/2/2024,Brand X
4035,3.48,1/2/2024,Brand X
4040,49.81,1/2/2024,Brand X
4045,2.16,1/2/2024,Brand X
4050,2.51,1/2/2024,Brand X
4055,41.84,1/2/2024,Brand X
4060,40.82,1/2/2024,Brand X
4065,3.29,1/2/2024,Brand X
4070,38.95,1/2/2024,Brand X
4075,4.96,1/2/2024,Brand X
4080,2.53,1/2/2024,Brand X
4085,33.89,1/2/2024,Brand X
4090,4.59,1/2/2024,Brand X
4095,3.03,1/2/2024,Brand X
4100,3.39,1/2/2024,Brand X
4105,1.18,1/2/2024,Brand X
4110,22.5,1/2/2024,Brand X
4115,32.18,1/2/2024,Brand X
4120,29.8,1/2/2024,Brand X
4125,4.16,1/2/2024,Brand X
4130,0,1/2/2024,Brand X
4135,0.54,1/2/2024,Brand X
4140,0.7,1/2/2024,Brand X
4145,2.63,1/2/2024,Brand X
4150,47.9,1/2/2024,Brand X
4155,31.7,1/2/2024,Brand X
4160,42.64,1/2/2024,Brand X
4165,37.77,1/2/2024,Brand X
4170,31.31,1/2/2024,Brand X
4175,0.42,1/2/2024,Brand X
4180,0.95,1/2/2024,Brand X
4185,0,1/2/2024,Brand X
4190,33.63,1/2/2024,Brand X
4195,0.58,1/2/2024,Brand X
4200,37.04,1/2/2024,Brand X
4210,21.56,1/2/2024,Brand X
4220,0,1/2/2024,Brand X
4230,47.78,1/2/2024,Brand X
4240,41,1/2/2024,Brand X
4250,41.34,1/2/2024,Brand X
4260,30.06,1/2/2024,Brand X
4270,49.43,1/2/2024,Brand X
4280,46.45,1/2/2024,Brand X
4290,6.26,1/2/2024,Brand X
4300,43.24,1/2/2024,Brand X
4310,4.47,1/2/2024,Brand X
4320,36.09,1/2/2024,Brand X
4330,21.2,1/2/2024,Brand X
4340,4.37,1/2/2024,Brand X
4350,3.04,1/2/2024,Brand X
4360,45.76,1/2/2024,Brand X
4370,1.9,1/2/2024,Brand X
4380,35.39,1/2/2024,Brand X
4390,3.87,1/2/2024,Brand X
4400,4.68,1/2/2024,Brand X
4410,5.24,1/2/2024,Brand X
4420,24.96,1/2/2024,Brand X
4430,0,1/2/2024,Brand X
4440,0,1/2/2024,Brand X
4450,25.19,1/2/2024,Brand X
4460,31.82,1/2/2024,Brand X
4470,4.13,1/2/2024,Brand X
4480,36.9,1/2/2024,Brand X
4490,2.47,1/2/2024,Brand X
4500,2.28,1/2/2024,Brand X
4515,3.43,1/2/2024,Brand X
4530,1.5,1/2/2024,Brand X
4545,3.4,1/2/2024,Brand X
4560,37.41,1/2/2024,Brand X
4575,36.43,1/2/2024,Brand X
4590,0.04,1/2/2024,Brand X
4605,0,1/2/2024,Brand X
4620,0,1/2/2024,Brand X
4635,44.16,1/2/2024,Brand X
4650,1.31,1/2/2024,Brand X
4665,46.21,1/2/2024,Brand X
4680,33.36,1/2/2024,Brand X
4695,2.9,1/2/2024,Brand X
4710,5.88,1/2/2024,Brand X
4725,2.11,1/2/2024,Brand X
4740,2.34,1/2/2024,Brand X
4755,40.93,1/2/2024,Brand X
4770,0,1/2/2024,Brand X
4785,24.43,1/2/2024,Brand X
4800,3.74,1/2/2024,Brand X
4820,1.33,1/2/2024,Brand X
4840,21.6,1/2/2024,Brand X
4860,44.83,1/2/2024,Brand X
4880,2.6,1/2/2024,Brand X
4900,5.24,1/2/2024,Brand X
4920,1.45,1/2/2024,Brand X
4940,4.59,1/2/2024,Brand X
4960,2.12,1/2/2024,Brand X
4980,5.4,1/2/2024,Brand X
5000,3.47,1/2/2024,Brand X
5005,5.14,1/2/2024,Brand X
5010,4.73,1/2/2024,Brand X
5015,6.44,1/2/2024,Brand X
5020,0,1/2/2024,Brand X
5025,35.89,1/2/2024,Brand X
5030,0,1/2/2024,Brand X
5035,4.91,1/2/2024,Brand X
5040,34.39,1/2/2024,Brand X
5045,4.04,1/2/2024,Brand X
5050,1.02,1/2/2024,Brand X
5055,48.24,1/2/2024,Brand X
5060,4.1,1/2/2024,Brand X
5065,2.91,1/2/2024,Brand X
5070,1.81,1/2/2024,Brand X
5075,3.21,1/2/2024,Brand X
5080,21.39,1/2/2024,Brand X
5085,1.34,1/2/2024,Brand X
5090,4.4,1/2/2024,Brand X
5095,45.03,1/2/2024,Brand X
5100,1.46,1/2/2024,Brand X
5105,23.63,1/2/2024,Brand X
5110,2.5,1/2/2024,Brand X
5115,44.99,1/2/2024,Brand X
5120,29.31,1/2/2024,Brand X
5125,5.25,1/2/2024,Brand X
5130,2.23,1/2/2024,Brand X
5135,5.3,1/2/2024,Brand X
5140,2.54,1/2/2024,Brand X
5145,5.25,1/2/2024,Brand X
5150,3.36,1/2/2024,Brand X
5155,2.7,1/2/2024,Brand X
5160,27.15,1/2/2024,Brand X
5165,41.61,1/2/2024,Brand X
5170,2.85,1/2/2024,Brand X
5175,4.99,1/2/2024,Brand X
5180,0,1/2/2024,Brand X
5185,44.14,1/2/2024,Brand X
5190,1.9,1/2/2024,Brand X
5195,5.16,1/2/2024,Brand X
5200,36.69,1/2/2024,Brand X
5215,0,1/2/2024,Brand X
5230,28.61,1/2/2024,Brand X
5245,41.66,1/2/2024,Brand X
5260,35.35,1/2/2024,Brand X
5275,23.69,1/2/2024,Brand X
5290,4.94,1/2/2024,Brand X
5305,4.28,1/2/2024,Brand X
5320,45.54,1/2/2024,Brand X
5335,42.47,1/2/2024,Brand X
5350,3.17,1/2/2024,Brand X
5365,0,1/2/2024,Brand X
5380,30.97,1/2/2024,Brand X
5395,0.49,1/2/2024,Brand X
5410,3.16,1/2/2024,Brand X
5425,48.15,1/2/2024,Brand X
5440,38.44,1/2/2024,Brand X
5455,4.29,1/2/2024,Brand X
5470,37.72,1/2/2024,Brand X
5485,26.74,1/2/2024,Brand X
5500,39.84,1/2/2024,Brand X
5515,25.24,1/2/2024,Brand X
5530,50.31,1/2/2024,Brand X
5545,4.15,1/2/2024,Brand X
5560,2.31,1/2/2024,Brand X
5575,4.05,1/2/2024,Brand X
5590,1.88,1/2/2024,Brand X
5605,1.73,1/2/2024,Brand X
5620,3.06,1/2/2024,Brand X
5635,1.27,1/2/2024,Brand X
5650,2.5,1/2/2024,Brand X
5665,4.37,1/2/2024,Brand X
5680,0,1/2/2024,Brand X
5695,6.66,1/2/2024,Brand X
5710,2.53,1/2/2024,Brand X
5725,22.13,1/2/2024,Brand X
5740,38.19,1/2/2024,Brand X
5755,1.91,1/2/2024,Brand X
5770,2.05,1/2/2024,Brand X
5785,0,1/2/2024,Brand X
5800,1.92,1/2/2024,Brand X
5820,1.26,1/2/2024,Brand X
5840,2.58,1/2/2024,Brand X
5860,1.86,1/2/2024,Brand X
5880,3.64,1/2/2024,Brand X
5900,2.24,1/2/2024,Brand X
5920,3.57,1/2/2024,Brand X
5940,0,1/2/2024,Brand X
5960,3.17,1/2/2024,Brand X
5980,1.56,1/2/2024,Brand X
6000,2.83,1/2/2024,Brand X
6005,43.96,1/2/2024,Brand X
6010,28.43,1/2/2024,Brand X
6015,2.9,1/2/2024,Brand X
6020,51.5,1/2/2024,Brand X
6025,0,1/2/2024,Brand X
6030,3.94,1/2/2024,Brand X
6035,0.91,1/2/2024,Brand X
6040,24.26,1/2/2024,Brand X
6045,24.19,1/2/2024,Brand X
6050,2.33,1/2/2024,Brand X
6055,6.41,1/2/2024,Brand X
6060,19.94,1/2/2024,Brand X
6065,2.4,1/2/2024,Brand X
6070,2.49,1/2/2024,Brand X
6075,2,1/2/2024,Brand X
6080,23.29,1/2/2024,Brand X
6085,49.2,1/2/2024,Brand X
6090,4.56,1/2/2024,Brand X
6095,44.33,1/2/2024,Brand X
6100,3.96,1/2/2024,Brand X
6105,41.07,1/2/2024,Brand X
6110,1.76,1/2/2024,Brand X
6115,45.37,1/2/2024,Brand X
6120,0.68,1/2/2024,Brand X
6125,40.33,1/2/2024,Brand X
6130,6.21,1/2/2024,Brand X
6135,1.27,1/2/2024,Brand X
6140,1.65,1/2/2024,Brand X
6145,1.84,1/2/2024,Brand X
6150,4.13,1/2/2024,Brand X
6155,48.35,1/2/2024,Brand X
6160,2.26,1/2/2024,Brand X
6165,40.92,1/2/2024,Brand X
6170,1.68,1/2/2024,Brand X
6175,3.01,1/2/2024,Brand X
6180,2.05,1/2/2024,Brand X
6185,23.24,1/2/2024,Brand X
6190,23.01,1/2/2024,Brand X
6195,27.84,1/2/2024,Brand X
6200,6.02,1/2/2024,Brand X
6215,41.39,1/2/2024,Brand X
6230,2.19,1/2/2024,Brand X
6245,47.92,1/2/2024,Brand X
6260,28.73,1/2/2024,Brand X
6275,21.33,1/2/2024,Brand X
6290,2.21,1/2/2024,Brand X
6305,0,1/2/2024,Brand X
6320,4.08,1/2/2024,Brand X
6335,29.13,1/2/2024,Brand X
6350,0.88,1/2/2024,Brand X
6365,49.31,1/2/2024,Brand X
6380,2.25,1/2/2024,Brand X
6395,5.07,1/2/2024,Brand X
6410,35.59,1/2/2024,Brand X
6425,0,1/2/2024,Brand X
6440,20.94,1/2/2024,Brand X
6455,29.91,1/2/2024,Brand X
6470,2.12,1/2/2024,Brand X
6485,3.36,1/2/2024,Brand X
6500,1.48,1/2/2024,Brand X
6520,1.35,1/2/2024,Brand X
6540,3.84,1/2/2024,Brand X
6560,0.46,1/2/2024,Brand X
6580,6,1/2/2024,Brand X
6600,0,1/2/2024,Brand X
6620,2.64,1/2/2024,Brand X
6640,44.92,1/2/2024,Brand X
6660,5.8,1/2/2024,Brand X
6680,4.49,1/2/2024,Brand X
6700,0.29,1/2/2024,Brand X
6720,0,1/2/2024,Brand X
6740,32.12,1/2/2024,Brand X
6760,2.4,1/2/2024,Brand X
6780,3.07,1/2/2024,Brand X
6800,29.14,1/2/2024,Brand X
6820,4.97,1/2/2024,Brand X
6840,1.41,1/2/2024,Brand X
6860,1.52,1/2/2024,Brand X
6880,4.04,1/2/2024,Brand X
6900,42.03,1/2/2024,Brand X
6920,1.99,1/2/2024,Brand X
6940,1.83,1/2/2024,Brand X
6960,2.51,1/2/2024,Brand X
6980,2.97,1/2/2024,Brand X
7000,1.45,1/2/2024,Brand X
7005,0,1/2/2024,Brand X
7010,0,1/2/2024,Brand X
7015,0,1/2/2024,Brand X
7020,0,1/2/2024,Brand X
7025,3.32,1/2/2024,Brand X
7030,5.34,1/2/2024,Brand X
7035,2.4,1/2/2024,Brand X
7040,23.61,1/2/2024,Brand X
7045,6.55,1/2/2024,Brand X
7050,4.98,1/2/2024,Brand X
7055,29.79,1/2/2024,Brand X
7060,3.86,1/2/2024,Brand X
7065,4.14,1/2/2024,Brand X
7070,3.18,1/2/2024,Brand X
7075,4.33,1/2/2024,Brand X
7080,46.96,1/2/2024,Brand X
7085,28.46,1/2/2024,Brand X
7090,22.37,1/2/2024,Brand X
7095,45.23,1/2/2024,Brand X
7100,3.49,1/2/2024,Brand X
7110,42.78,1/2/2024,Brand X
7120,22.72,1/2/2024,Brand X
7130,2.06,1/2/2024,Brand X
7140,3.19,1/2/2024,Brand X
7150,2.01,1/2/2024,Brand X
7160,21.97,1/2/2024,Brand X
7170,0.6,1/2/2024,Brand X
7180,1.43,1/2/2024,Brand X
7190,39.21,1/2/2024,Brand X
7200,3.78,1/2/2024,Brand X
7210,21.4,1/2/2024,Brand X
7220,4.6,1/2/2024,Brand X
7230,2.17,1/2/2024,Brand X
7240,30.96,1/2/2024,Brand X
7250,3.49,1/2/2024,Brand X
7260,1.23,1/2/2024,Brand X
7270,2.43,1/2/2024,Brand X
7280,3.43,1/2/2024,Brand X
7290,26.05,1/2/2024,Brand X
7300,41.27,1/2/2024,Brand X
7315,45.36,1/2/2024,Brand X
7330,19.27,1/2/2024,Brand X
7345,0,1/2/2024,Brand X
7360,21.55,1/2/2024,Brand X
7375,40.01,1/2/2024,Brand X
7390,40.73,1/2/2024,Brand X
7405,4.09,1/2/2024,Brand X
7420,0.57,1/2/2024,Brand X
7435,3.78,1/2/2024,Brand X
7450,47.84,1/2/2024,Brand X
7465,3.71,1/2/2024,Brand X
7480,34.42,1/2/2024,Brand X
7495,0.16,1/2/2024,Brand X
7510,0.36,1/2/2024,Brand X
7525,2.61,1/2/2024,Brand X
7540,34.13,1/2/2024,Brand X
7555,2.51,1/2/2024,Brand X
7570,1.13,1/2/2024,Brand X
7585,2.89,1/2/2024,Brand X
7600,5.23,1/2/2024,Brand X
7615,38.23,1/2/2024,Brand X
7630,27.23,1/2/2024,Brand X
7645,1.46,1/2/2024,Brand X
7660,2.19,1/2/2024,Brand X
7675,0,1/2/2024,Brand X
7690,2.29,1/2/2024,Brand X
7705,45.29,1/2/2024,Brand X
7720,30.18,1/2/2024,Brand X
7735,1.17,1/2/2024,Brand X
7750,0.38,1/2/2024,Brand X
7765,0,1/2/2024,Brand X
7780,38.24,1/2/2024,Brand X
7795,0,1/2/2024,Brand X
7810,22.22,1/2/2024,Brand X
7825,23.5,1/2/2024,Brand X
7840,0,1/2/2024,Brand X
7855,3.27,1/2/2024,Brand X
7870,1.52,1/2/2024,Brand X
7885,42.99,1/2/2024,Brand X
7900,36.9,1/2/2024,Brand X
7915,1.22,1/2/2024,Brand X
7930,27.83,1/2/2024,Brand X
7945,50.16,1/2/2024,Brand X
7960,0,1/2/2024,Brand X
7975,3.28,1/2/2024,Brand X
7990,6.3,1/2/2024,Brand X
800,41.24,1/3/2024,Brand X
805,0.89,1/3/2024,Brand X
810,23.99,1/3/2024,Brand X
815,5.35,1/3/2024,Brand X
820,2.81,1/3/2024,Brand X
825,3.72,1/3/2024,Brand X
830,23.48,1/3/2024,Brand X
835,40.94,1/3/2024,Brand X
840,2.52,1/3/2024,Brand X
845,29.52,1/3/2024,Brand X
850,29.48,1/3/2024,Brand X
855,33.38,1/3/2024,Brand X
860,0,1/3/2024,Brand X
865,6.53,1/3/2024,Brand X
870,0,1/3/2024,Brand X
875,40.82,1/3/2024,Brand X
880,0.55,1/3/2024,Brand X
885,4.72,1/3/2024,Brand X
890,41.66,1/3/2024,Brand X
895,1.39,1/3/2024,Brand X
900,1.8,1/3/2024,Brand X
915,5.45,1/3/2024,Brand X
930,45.98,1/3/2024,Brand X
945,44.93,1/3/2024,Brand X
960,50.2,1/3/2024,Brand X
975,0,1/3/2024,Brand X
990,0,1/3/2024,Brand X
2000,4.84,1/3/2024,Brand X
2005,18.54,1/3/2024,Brand X
2010,32.36,1/3/2024,Brand X
2015,24.79,1/3/2024,Brand X
2020,43.13,1/3/2024,Brand X
2025,2.39,1/3/2024,Brand X
2030,44.98,1/3/2024,Brand X
2035,6.22,1/3/2024,Brand X
2040,0.76,1/3/2024,Brand X
2045,2.22,1/3/2024,Brand X
2050,0.03,1/3/2024,Brand X
2055,0.75,1/3/2024,Brand X
2060,24.33,1/3/2024,Brand X
2065,5.23,1/3/2024,Brand X
2070,42.11,1/3/2024,Brand X
2075,20.1,1/3/2024,Brand X
2080,30.82,1/3/2024,Brand X
2085,23.72,1/3/2024,Brand X
2090,3.89,1/3/2024,Brand X
2095,2.23,1/3/2024,Brand X
2100,2.89,1/3/2024,Brand X
2105,2.41,1/3/2024,Brand X
2110,49.47,1/3/2024,Brand X
2115,2.15,1/3/2024,Brand X
2120,1.58,1/3/2024,Brand X
2125,0.08,1/3/2024,Brand X
2130,1.1,1/3/2024,Brand X
2135,25.91,1/3/2024,Brand X
2140,39.94,1/3/2024,Brand X
2145,24.02,1/3/2024,Brand X
2150,3.41,1/3/2024,Brand X
2155,0,1/3/2024,Brand X
2160,1,1/3/2024,Brand X
2165,42.54,1/3/2024,Brand X
2170,27.79,1/3/2024,Brand X
2175,1.48,1/3/2024,Brand X
2180,38.33,1/3/2024,Brand X
2185,1.43,1/3/2024,Brand X
2190,39.26,1/3/2024,Brand X
2195,46.35,1/3/2024,Brand X
2200,4.93,1/3/2024,Brand X
2205,26.11,1/3/2024,Brand X
2210,30.71,1/3/2024,Brand X
2215,32.27,1/3/2024,Brand X
2220,4.48,1/3/2024,Brand X
2225,48.08,1/3/2024,Brand X
2230,32.12,1/3/2024,Brand X
2235,0.1,1/3/2024,Brand X
2240,27.5,1/3/2024,Brand X
2245,40.84,1/3/2024,Brand X
2250,31.44,1/3/2024,Brand X
2255,48.29,1/3/2024,Brand X
2260,28.31,1/3/2024,Brand X
2265,3.28,1/3/2024,Brand X
2270,28.82,1/3/2024,Brand X
2275,38.09,1/3/2024,Brand X
2280,51.66,1/3/2024,Brand X
2285,35.44,1/3/2024,Brand X
2290,3.73,1/3/2024,Brand X
2295,38.71,1/3/2024,Brand X
2300,0.41,1/3/2024,Brand X
2310,31.61,1/3/2024,Brand X
2320,41.63,1/3/2024,Brand X
2330,52.47,1/3/2024,Brand X
2340,1.41,1/3/2024,Brand X
2350,40.57,1/3/2024,Brand X
2360,46.6,1/3/2024,Brand X
2370,0,1/3/2024,Brand X
2380,1.52,1/3/2024,Brand X
2390,3.73,1/3/2024,Brand X
2400,2.59,1/3/2024,Brand X
2410,2.01,1/3/2024,Brand X
2420,2.15,1/3/2024,Brand X
2430,0,1/3/2024,Brand X
2440,44.52,1/3/2024,Brand X
2450,3.19,1/3/2024,Brand X
2460,3.84,1/3/2024,Brand X
2470,47.73,1/3/2024,Brand X
2480,2.6,1/3/2024,Brand X
2490,4.3,1/3/2024,Brand X
2500,1.87,1/3/2024,Brand X
2510,40.49,1/3/2024,Brand X
2520,48.26,1/3/2024,Brand X
2530,38.29,1/3/2024,Brand X
2540,1.56,1/3/2024,Brand X
2550,2.59,1/3/2024,Brand X
2560,5.25,1/3/2024,Brand X
2570,39.12,1/3/2024,Brand X
2580,0,1/3/2024,Brand X
2590,25.17,1/3/2024,Brand X
2600,37.51,1/3/2024,Brand X
2601,38.51,1/3/2024,Brand X
2602,3.65,1/3/2024,Brand X
2603,0.85,1/3/2024,Brand X
2604,3.73,1/3/2024,Brand X
2605,1.77,1/3/2024,Brand X
2606,2.93,1/3/2024,Brand X
2607,1.1,1/3/2024,Brand X
2608,0,1/3/2024,Brand X
2609,5.97,1/3/2024,Brand X
2610,3.39,1/3/2024,Brand X
2611,4.08,1/3/2024,Brand X
2612,2.68,1/3/2024,Brand X
2613,1.71,1/3/2024,Brand X
2614,28.3,1/3/2024,Brand X
2615,29.93,1/3/2024,Brand X
2616,25.4,1/3/2024,Brand X
2617,3.93,1/3/2024,Brand X
2618,39.7,1/3/2024,Brand X
2619,5.11,1/3/2024,Brand X
2620,41.93,1/3/2024,Brand X
2630,3.35,1/3/2024,Brand X
2640,5.25,1/3/2024,Brand X
2650,33.06,1/3/2024,Brand X
2660,3.48,1/3/2024,Brand X
2670,2.49,1/3/2024,Brand X
2680,6.17,1/3/2024,Brand X
2690,32.56,1/3/2024,Brand X
2700,25.66,1/3/2024,Brand X
2710,2.99,1/3/2024,Brand X
2720,0,1/3/2024,Brand X
2730,39.62,1/3/2024,Brand X
2740,2.19,1/3/2024,Brand X
2750,6.34,1/3/2024,Brand X
2760,2.36,1/3/2024,Brand X
2770,2.1,1/3/2024,Brand X
2780,46.93,1/3/2024,Brand X
2790,5.91,1/3/2024,Brand X
2800,30.6,1/3/2024,Brand X
2815,4.59,1/3/2024,Brand X
2830,2.03,1/3/2024,Brand X
2845,36.85,1/3/2024,Brand X
2860,1.64,1/3/2024,Brand X
2875,0,1/3/2024,Brand X
2890,6.18,1/3/2024,Brand X
2900,3.37,1/3/2024,Brand X
2902,45.58,1/3/2024,Brand X
2904,1.5,1/3/2024,Brand X
2905,40.47,1/3/2024,Brand X
2906,2.36,1/3/2024,Brand X
2908,29.73,1/3/2024,Brand X
2910,5.94,1/3/2024,Brand X
2912,3.16,1/3/2024,Brand X
2914,4.37,1/3/2024,Brand X
2916,1.08,1/3/2024,Brand X
2918,4.07,1/3/2024,Brand X
2920,3.87,1/3/2024,Brand X
2935,41.22,1/3/2024,Brand X
2950,3.94,1/3/2024,Brand X
2965,28.7,1/3/2024,Brand X
2980,41.95,1/3/2024,Brand X
2995,42.53,1/3/2024,Brand X
3000,0.73,1/3/2024,Brand X
3005,2.96,1/3/2024,Brand X
3010,50.6,1/3/2024,Brand X
3015,22.72,1/3/2024,Brand X
3020,3.9,1/3/2024,Brand X
